"x","y","Ind"
3663500,2457500,2
3664500,2457500,3
3667500,2457500,11
3668500,2457500,31
3669500,2457500,10
3670500,2457500,18
3671500,2457500,162
3672500,2457500,19
3673500,2457500,3
3674500,2457500,8
3675500,2457500,83
3676500,2457500,563
3677500,2457500,330
3678500,2457500,76
3679500,2457500,33
3680500,2457500,30
3681500,2457500,16
3682500,2457500,12
3683500,2457500,35
3685500,2457500,23
3686500,2457500,54
3688500,2457500,16
3689500,2457500,4
3690500,2457500,6
3691500,2457500,15
3692500,2457500,3
3693500,2457500,7
3694500,2457500,14
3695500,2457500,4
3696500,2457500,4
3644500,2458500,141
3645500,2458500,21
3646500,2458500,60.5
3647500,2458500,181.5
3648500,2458500,1026.5
3649500,2458500,26
3650500,2458500,6
3651500,2458500,14
3652500,2458500,9
3653500,2458500,39
3654500,2458500,53
3655500,2458500,11
3656500,2458500,19
3657500,2458500,41
3658500,2458500,12
3659500,2458500,20
3660500,2458500,33
3661500,2458500,13
3662500,2458500,22
3664500,2458500,10
3667500,2458500,25
3668500,2458500,79
3669500,2458500,24
3670500,2458500,129
3671500,2458500,64
3672500,2458500,546
3673500,2458500,188.5
3674500,2458500,82
3675500,2458500,126
3676500,2458500,303
3677500,2458500,423
3678500,2458500,667
3679500,2458500,99
3680500,2458500,102
3681500,2458500,3
3682500,2458500,3
3683500,2458500,27
3685500,2458500,10
3686500,2458500,11
3687500,2458500,12
3688500,2458500,9
3689500,2458500,15
3690500,2458500,6
3691500,2458500,4
3693500,2458500,1
3695500,2458500,4
3696500,2458500,10
3644500,2459500,21
3645500,2459500,10
3646500,2459500,186
3647500,2459500,899
3648500,2459500,446.5
3649500,2459500,13
3650500,2459500,12
3651500,2459500,32
3652500,2459500,47
3653500,2459500,46
3654500,2459500,20.5
3655500,2459500,23
3657500,2459500,15
3658500,2459500,22
3659500,2459500,6
3660500,2459500,27
3661500,2459500,8
3662500,2459500,160
3664500,2459500,6
3666500,2459500,4
3667500,2459500,4
3668500,2459500,121
3669500,2459500,47
3670500,2459500,56.5
3671500,2459500,73.5
3672500,2459500,172
3673500,2459500,21
3674500,2459500,70.5
3675500,2459500,44
3676500,2459500,61
3677500,2459500,400.5
3678500,2459500,694
3679500,2459500,41
3680500,2459500,38
3681500,2459500,1
3682500,2459500,9
3683500,2459500,8
3684500,2459500,3
3685500,2459500,7
3686500,2459500,6
3687500,2459500,6
3688500,2459500,19
3689500,2459500,27
3690500,2459500,6
3691500,2459500,8
3693500,2459500,10
3695500,2459500,4
3696500,2459500,15
3643500,2460500,15
3645500,2460500,4
3646500,2460500,5
3647500,2460500,28
3648500,2460500,298
3649500,2460500,35
3650500,2460500,10
3651500,2460500,19
3652500,2460500,10
3653500,2460500,34.5
3654500,2460500,64
3655500,2460500,21
3656500,2460500,18
3657500,2460500,10
3658500,2460500,14
3659500,2460500,11
3660500,2460500,24.5
3661500,2460500,12
3662500,2460500,8
3663500,2460500,6
3664500,2460500,3
3665500,2460500,33
3667500,2460500,2
3668500,2460500,27.5
3669500,2460500,55
3670500,2460500,81
3671500,2460500,29
3672500,2460500,9
3673500,2460500,38
3676500,2460500,9
3677500,2460500,81
3678500,2460500,141.5
3679500,2460500,162
3680500,2460500,142
3681500,2460500,2
3682500,2460500,14
3683500,2460500,25
3684500,2460500,98
3685500,2460500,36
3686500,2460500,4
3687500,2460500,3
3688500,2460500,5
3689500,2460500,25
3690500,2460500,4
3691500,2460500,2
3693500,2460500,11
3695500,2460500,4
3696500,2460500,12
3643500,2461500,6
3645500,2461500,1
3648500,2461500,4
3649500,2461500,24
3650500,2461500,12
3651500,2461500,17
3652500,2461500,32
3653500,2461500,42
3654500,2461500,69.5
3655500,2461500,9.5
3656500,2461500,11
3657500,2461500,4.5
3658500,2461500,127
3659500,2461500,87
3660500,2461500,78
3661500,2461500,11
3662500,2461500,38
3663500,2461500,38
3664500,2461500,8
3665500,2461500,20
3666500,2461500,16
3667500,2461500,11
3668500,2461500,122
3669500,2461500,170.5
3670500,2461500,43
3676500,2461500,47
3677500,2461500,22
3678500,2461500,38
3679500,2461500,56.5
3680500,2461500,72
3681500,2461500,72.5
3682500,2461500,12
3683500,2461500,33
3684500,2461500,83
3685500,2461500,42.5
3688500,2461500,5
3690500,2461500,16
3693500,2461500,10
3644500,2462500,13
3645500,2462500,3
3646500,2462500,8
3648500,2462500,8
3649500,2462500,65
3650500,2462500,7
3651500,2462500,7
3652500,2462500,16
3653500,2462500,1
3654500,2462500,22
3655500,2462500,11
3656500,2462500,26
3657500,2462500,21.5
3658500,2462500,276.5
3659500,2462500,329.5
3660500,2462500,64
3661500,2462500,14
3662500,2462500,21
3663500,2462500,109
3664500,2462500,18
3665500,2462500,19
3666500,2462500,83
3667500,2462500,41
3668500,2462500,111
3669500,2462500,124
3670500,2462500,19
3681500,2462500,22
3682500,2462500,33
3683500,2462500,38
3689500,2462500,2
3690500,2462500,4
3692500,2462500,5
3693500,2462500,2
3645500,2463500,24
3646500,2463500,8
3647500,2463500,12
3648500,2463500,10
3649500,2463500,4
3650500,2463500,2
3651500,2463500,21
3652500,2463500,9
3653500,2463500,10
3654500,2463500,18.5
3656500,2463500,19
3657500,2463500,28
3658500,2463500,38
3659500,2463500,50.5
3660500,2463500,41
3661500,2463500,28.5
3662500,2463500,19
3663500,2463500,58
3664500,2463500,7
3665500,2463500,39
3666500,2463500,651
3667500,2463500,114
3668500,2463500,32
3669500,2463500,38
3670500,2463500,34.5
3682500,2463500,7
3685500,2463500,10
3688500,2463500,8
3689500,2463500,19
3692500,2463500,1
3644500,2464500,14
3645500,2464500,3
3647500,2464500,5
3648500,2464500,11
3649500,2464500,12
3650500,2464500,32
3651500,2464500,5
3652500,2464500,13
3653500,2464500,2
3655500,2464500,1
3656500,2464500,30.5
3657500,2464500,11
3658500,2464500,27
3659500,2464500,10
3660500,2464500,19
3661500,2464500,7
3662500,2464500,10
3663500,2464500,18
3664500,2464500,5
3665500,2464500,18
3666500,2464500,79
3667500,2464500,32
3668500,2464500,27
3669500,2464500,13
3682500,2464500,5
3683500,2464500,2
3684500,2464500,7.5
3644500,2465500,7
3645500,2465500,15
3646500,2465500,2
3647500,2465500,9
3648500,2465500,18
3651500,2465500,4.5
3652500,2465500,11.5
3653500,2465500,81
3654500,2465500,53.5
3655500,2465500,48
3656500,2465500,82
3657500,2465500,7
3658500,2465500,8
3659500,2465500,5
3660500,2465500,2
3661500,2465500,17
3662500,2465500,49.5
3663500,2465500,11
3664500,2465500,38
3665500,2465500,121
3666500,2465500,34
3667500,2465500,71
3644500,2466500,6
3646500,2466500,5
3648500,2466500,7
3649500,2466500,4
3650500,2466500,50
3651500,2466500,12
3652500,2466500,27
3653500,2466500,17
3654500,2466500,41
3655500,2466500,13
3656500,2466500,17
3657500,2466500,1
3658500,2466500,20
3659500,2466500,24
3660500,2466500,38
3661500,2466500,24
3662500,2466500,22
3663500,2466500,16
3664500,2466500,27
3665500,2466500,67
3666500,2466500,22
3667500,2466500,24
3644500,2467500,9
3646500,2467500,17.5
3647500,2467500,7
3648500,2467500,2
3650500,2467500,2
3651500,2467500,5
3652500,2467500,11
3653500,2467500,21
3654500,2467500,7
3655500,2467500,11
3656500,2467500,3
3657500,2467500,14
3658500,2467500,9
3659500,2467500,11
3660500,2467500,40
3661500,2467500,39
3662500,2467500,53
3663500,2467500,40
3664500,2467500,152
3665500,2467500,62
3666500,2467500,11
3667500,2467500,18
3644500,2468500,16
3645500,2468500,5.5
3647500,2468500,1
3648500,2468500,9
3649500,2468500,6
3650500,2468500,7
3651500,2468500,23
3652500,2468500,39
3653500,2468500,1
3655500,2468500,5
3656500,2468500,7
3657500,2468500,4
3658500,2468500,49
3659500,2468500,70
3660500,2468500,42
3661500,2468500,36
3662500,2468500,448.5
3663500,2468500,53.5
3664500,2468500,46.5
3665500,2468500,49.5
3645500,2469500,13
3646500,2469500,2
3647500,2469500,16
3648500,2469500,36
3650500,2469500,5
3651500,2469500,6
3652500,2469500,1
3653500,2469500,5
3654500,2469500,5
3655500,2469500,4
3656500,2469500,20.5
3658500,2469500,32
3659500,2469500,38.5
3660500,2469500,58
3661500,2469500,26
3662500,2469500,49
3663500,2469500,83
3664500,2469500,30
3665500,2469500,83.5
3645500,2470500,4
3646500,2470500,1
3647500,2470500,49
3648500,2470500,61
3649500,2470500,11
3650500,2470500,28
3651500,2470500,4
3652500,2470500,55
3653500,2470500,7
3654500,2470500,16
3655500,2470500,6
3656500,2470500,21.5
3657500,2470500,38
3658500,2470500,24
3659500,2470500,10
3660500,2470500,11
3661500,2470500,3
3662500,2470500,50.5
3663500,2470500,133
3664500,2470500,93
3644500,2471500,6
3646500,2471500,15
3647500,2471500,31
3648500,2471500,124.5
3649500,2471500,47.5
3650500,2471500,32
3651500,2471500,8
3652500,2471500,58
3653500,2471500,27
3654500,2471500,15
3656500,2471500,51
3657500,2471500,99
3658500,2471500,83
3659500,2471500,23
3660500,2471500,7
3661500,2471500,24
3662500,2471500,8
3663500,2471500,62
3646500,2472500,3
3647500,2472500,16
3648500,2472500,3
3649500,2472500,16
3650500,2472500,4
3651500,2472500,97
3652500,2472500,50
3653500,2472500,213.5
3654500,2472500,14
3655500,2472500,2
3656500,2472500,7
3657500,2472500,14
3658500,2472500,27
3659500,2472500,33.5
3660500,2472500,4
3661500,2472500,13
3662500,2472500,47
3663500,2472500,74
3649500,2473500,12
3651500,2473500,25.5
3652500,2473500,6
3653500,2473500,19
3654500,2473500,11
3655500,2473500,5
3656500,2473500,16
3657500,2473500,19
3658500,2473500,1
3659500,2473500,124
3660500,2473500,54
3651500,2474500,13
3652500,2474500,4
3654500,2474500,2
3655500,2474500,12
3657500,2474500,90.5
3654500,2475500,1
